,LHS,RHS,antecedent support,consequent support,support,confidence,lift,leverage,conviction
82,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.2631578947368421,0.10526315789473684,0.06666666666666667,0.25333333333333335,2.406666666666667,0.03896583564173592,1.1983082706766919
83,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.23157894736842105,0.14385964912280702,0.06666666666666667,0.2878787878787879,2.001108647450111,0.03335180055401662,1.2022396416573347
84,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿",ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,0.08771929824561403,0.23157894736842105,0.056140350877192984,0.64,2.7636363636363637,0.0358264081255771,2.134502923976608
85,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,0.12280701754385964,0.11578947368421053,0.056140350877192984,0.4571428571428572,3.9480519480519485,0.04192059095106187,1.628808864265928
86,"ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.07017543859649122,0.2631578947368421,0.056140350877192984,0.8,3.0400000000000005,0.03767313019390582,3.6842105263157907
87,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",0.2631578947368421,0.07017543859649122,0.056140350877192984,0.21333333333333335,3.0400000000000005,0.03767313019390582,1.1819803746654773
88,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",0.11578947368421053,0.12280701754385964,0.056140350877192984,0.48484848484848486,3.9480519480519485,0.04192059095106187,1.7027863777089784
89,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿",0.23157894736842105,0.08771929824561403,0.056140350877192984,0.24242424242424243,2.7636363636363637,0.0358264081255771,1.2042105263157894
90,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿",ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.08771929824561403,0.22456140350877193,0.05263157894736842,0.6,2.671875,0.032933210218528776,1.93859649122807
91,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,0.14385964912280702,0.11578947368421053,0.05263157894736842,0.36585365853658536,3.1596452328159645,0.03597414589104339,1.394331983805668
92,"ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.06315789473684211,0.2631578947368421,0.05263157894736842,0.8333333333333333,3.1666666666666665,0.03601108033240997,4.421052631578946
93,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.2631578947368421,0.06315789473684211,0.05263157894736842,0.2,3.1666666666666665,0.03601108033240997,1.1710526315789473
94,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.11578947368421053,0.14385964912280702,0.05263157894736842,0.45454545454545453,3.1596452328159645,0.03597414589104339,1.5695906432748539
95,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿",0.22456140350877193,0.08771929824561403,0.05263157894736842,0.23437499999999997,2.671875,0.032933210218528776,1.191550304332259
96,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้หมูแดง20฿",ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.11228070175438597,0.22456140350877193,0.056140350877192984,0.5,2.2265625,0.03092643890427824,1.550877192982456
97,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บั๊ฟไส้หมูแดง20฿,0.14385964912280702,0.2,0.056140350877192984,0.3902439024390244,1.951219512195122,0.027368421052631577,1.312
98,"ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.07368421052631578,0.2631578947368421,0.056140350877192984,0.761904761904762,2.8952380952380956,0.03674976915974146,3.0947368421052643
99,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.2631578947368421,0.07368421052631578,0.056140350877192984,0.21333333333333335,2.8952380952380956,0.03674976915974146,1.1775200713648528
100,ปังพี่บั๊ฟไส้หมูแดง20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.2,0.14385964912280702,0.056140350877192984,0.2807017543859649,1.951219512195122,0.027368421052631577,1.1902439024390243
101,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้หมูแดง20฿",0.22456140350877193,0.11228070175438597,0.056140350877192984,0.25,2.2265625,0.03092643890427824,1.183625730994152
102,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿",ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.08421052631578947,0.22456140350877193,0.056140350877192984,0.6666666666666667,2.9687500000000004,0.037229916897506925,2.326315789473685
103,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.14385964912280702,0.17894736842105263,0.056140350877192984,0.3902439024390244,2.1807747489239597,0.030397045244690675,1.3465263157894738
104,"ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.08070175438596491,0.2631578947368421,0.056140350877192984,0.6956521739130435,2.6434782608695655,0.034903047091412745,2.4210526315789473
